filename,width,height,class,xmin,ymin,xmax,ymax
46-1-_jpg.rf.69b687bd8781ae94e5ca507dbf0a6887.jpg,800,526,ball_tennis,521,226,532,239
gettyimages-682424694-612x612_jpg.rf.51f038f5e9dba4f5c5c148880dae9325.jpg,612,459,ball_pingpong,301,186,319,203
Image_20_jpg.rf.54c5c6a0c927ca584ec3aba11b108da5.jpg,1300,956,basketball,880,290,963,381
ball_026_jpg.rf.40c20edf24eafb84cb7ae26338b70700.jpg,1236,810,americanFootball,917,12,1103,203
Image_151_jpg.rf.1213e957416e282140b1835f7ba659e5.jpg,989,1690,ballon_volley,338,100,440,215
ball_013_jpg.rf.ea03b360cf23154518319cdc4ab964cd.jpg,474,379,ballon_handball,108,11,149,53
Image_53_jpg.rf.48ce096d8d69600dfe353d86f9931def.jpg,866,1390,basketball,76,202,232,370
Image_161_jpg.rf.4b52b895a06ed99eca4d5c23807b3851.jpg,800,534,ballon_volley,368,138,386,158
gettyimages-2214039191-612x612_jpg.rf.77369e6414127f146080b7bf4a9dd252.jpg,612,408,ball_tennis,459,129,490,159
Image_8_jpg.rf.405795e5d32169a08a3fd683098b4bd2.jpg,550,900,basketball,50,123,114,183
gettyimages-2215075079-612x612_jpg.rf.e346e666842cd3e7ddb9b8145af884d0.jpg,612,344,ball_tennis,323,90,389,158
Image_57_jpg.rf.f9895a45cdcbdf5c49c90ceb6490c1fc.jpg,650,433,basketball,327,213,408,289
63_jpg.rf.0fc77b4dbc68d63ea646ef9013013d3f.jpg,225,225,ballon_rugby,9,49,216,176
Image_61_jpeg.rf.a5ba385fefebfa1f0263da7fe22f435f.jpg,2560,1440,ballon_volley,722,104,852,240
89_jpg.rf.011aa0781ef48bd63f7eeab6dc29651d.jpg,612,404,baseball,201,137,363,288
54_jpg.rf.4c646a2e52f4dbbfcae1597d4f4d2376.jpg,275,183,ball_tennis,123,60,166,97
Image_48_jpg.rf.b5f00ad29264e52d7ac698244a9413f7.jpg,1920,1280,basketball,1122,410,1173,458
Image_24_jpg.rf.a524c857a31d365b0522191c0a6bb6f3.jpg,866,1390,basketball,570,390,650,474
25_jpg.rf.f7e4158be00bb7a6154bed189223a481.jpg,1500,1000,baseball,353,689,420,756
Image_3_jpg.rf.3f6d67d4cc7f4547f0abb40cfe062cad.jpg,1280,720,basketball,466,440,538,508
Image_57_jpg.rf.0b7c2871774c3c5292a9948171909110.jpg,700,584,baseball,358,35,386,64
Image_10_jpg.rf.698923df0b2bd06e0b7ed306299dec4f.jpg,510,340,basketball,187,213,210,234
ball_015_jpg.rf.6b7bf9f10d1f56d6294715fd7fe8bac2.jpg,284,177,americanFootball,113,77,157,143
32-2-_jpg.rf.c2d12b394a202a9a88c38129a2236a8d.jpg,932,582,ball_pingpong,486,458,527,500
15-2-_jpg.rf.9936a2d9d1785747be186cfe2926d0b5.jpg,932,582,ball_pingpong,331,273,359,305
35_jpg.rf.f5f560a9e7261da7c1cf78d7495e2dab.jpg,197,256,ballon_handball,17,49,175,210
08_jpg.rf.e49f78a3d9bf908e2c50534137e460e3.jpg,828,552,ball_pingpong,692,169,735,210
gettyimages-2223179914-612x612_jpg.rf.862ba3c35199eca2c1fe370ddb07c38f.jpg,612,408,ball_tennis,184,192,201,207
Image_64_jpg.rf.1e80ee14846d5d76bbccca17e79cf81f.jpg,1300,956,ballon_football,423,197,543,316
11_jpg.rf.3456234777bec279cf019011ff4e8cb6.jpg,275,183,ball_tennis,29,93,73,135
11_jpg.rf.3456234777bec279cf019011ff4e8cb6.jpg,275,183,ball_tennis,100,108,154,163
11_jpg.rf.3456234777bec279cf019011ff4e8cb6.jpg,275,183,ball_tennis,213,102,264,152
Image_51_jpg.rf.8faeca7013125ded2a0db1f774836220.jpg,1000,600,ballon_football,375,66,432,122
49_jpg.rf.59e574075b5b37da888ca105158772c9.jpg,754,503,baseball,185,195,214,218
Image_46_jpg.rf.5bab94b667994ca42ecc8188f82ff166.jpg,1024,768,ballon_football,814,260,920,366
Image_3_jpg.rf.e429aef9427d208e280ac650ffe9c4cf.jpg,1300,956,basketball,631,443,669,489
Image_62_jpg.rf.6b4cb41fe1d3f0e71931b09ff328fcd8.jpg,535,693,baseball,275,616,359,693
43_jpg.rf.117c1fda2a5ae9899649b20d3f78ceaf.jpg,390,280,ball_tennis,298,85,333,121
ball_022_jpg.rf.7d8cc2d89ec83681eb2bc86a53be9b8a.jpg,1065,1690,americanFootball,763,193,865,313
39_jpg.rf.b9eb20467704ab7241f84a5262cc6561.jpg,442,600,baseball,104,283,125,306
ball_030_jpg.rf.2a9d5f395b4663d9e6ccebae4c579a02.jpg,2048,1152,ballon_rugby,788,368,990,548
Image_52_jpg.rf.6c3be38aa321dc85136c2ff228ce4d1f.jpg,1280,720,basketball,1050,430,1073,448
ball_007_jpg.rf.08f4d52c6fa0ed580ae0dc67ad27ec2c.jpg,2048,1536,ballon_rugby,1136,530,1370,712
70_jpg.rf.095fe9691d53ec5d34e8017774271103.jpg,275,183,ball_tennis,87,45,92,52
ball_045_jpg.rf.071ba2b31e44c1b1bb86c5d67906e14a.jpg,1024,768,ballon_rugby,120,340,249,510
gettyimages-907261984-612x612_jpg.rf.f6ecc86521f2533f46360eacd7cdb264.jpg,612,408,ball_pingpong,251,122,283,152
31_jpg.rf.ef08d1f3586e93544d810184c19b528b.jpg,291,173,ball_pingpong,75,90,122,138
58_jpg.rf.188b6b4db23eeb73ebb237be1d9243e2.jpg,275,183,ball_pingpong,146,74,155,84
09-2-_jpg.rf.a6afd7842c0732c91a91e68090009cf1.jpg,1200,675,ball_pingpong,501,195,524,220
Image_67_jpg.rf.1e804e75eff607dfd257a5ba39e9424c.jpg,1500,1102,basketball,930,252,1118,447
Image_124_jpg.rf.bdc6b7af6b5987e98dd18f66b6353aeb.jpg,1200,800,ballon_football,591,398,689,494
Image_12_jpg.rf.5f0007652e66f2758e5e851ec3326e24.jpg,626,417,basketball,148,247,208,308
ball_011_jpg.rf.e0c1fd2114d3cba6839c65a12e2f3f1e.jpg,275,183,americanFootball,136,106,175,167
ball_065_jpg.rf.74866140b70df06aa6a8f01becdcc52b.jpg,275,183,americanFootball,106,7,145,39
57_jpg.rf.909f52cf4de77360193e4b479bae4bb8.jpg,297,170,ballon_handball,236,69,271,104
ball_071_jpg.rf.58c689e94b65b241d5060df65d85980f.jpg,300,168,americanFootball,0,40,53,81
64_jpg.rf.62fb7923cdebda35159700d7ce7a39a7.jpg,1920,1280,ball_pingpong,308,707,383,780
22_jpg.rf.6f54c400f17dad083fa052db683a2c9b.jpg,828,541,ball_pingpong,628,167,657,200
Image_199_jpg.rf.bd9d8da7cc9f52eec588079d17d37b0a.jpg,546,900,ballon_volley,191,106,247,162
gettyimages-682299598-612x612_jpg.rf.2a980efb35ba239c22af43ec10e8c304.jpg,612,459,ball_pingpong,213,319,239,343
Image_117_jpg.rf.df3e1626db8be552b3e8fa41c714c7f5.jpg,2000,1333,ballon_football,1398,1100,1570,1276
gettyimages-946781282-612x612_jpg.rf.bda1bd6e7be465194e523e2962ff55c9.jpg,612,408,ball_pingpong,286,326,313,352
Image_52_jpg.rf.6bc0da70f19b2efdf961bf1853dc07b0.jpg,3000,2000,ballon_volley,1583,15,1743,178
Image_47_jpg.rf.c179be923bed446b4c522e3172642465.jpg,980,551,basketball,247,0,327,74
ball_058_jpg.rf.3015de96157e6da9ec0488f76c487fea.jpg,201,251,ballon_rugby,30,80,171,170
Image_52_jpg.rf.914447208fd6561e1456e389396820cd.jpg,800,533,basketball,315,272,361,322
Image_61_jpg.rf.2db49be20f039592075df55bf6f1f90c.jpg,768,576,baseball,18,62,66,109
Image_61_jpg.rf.2db49be20f039592075df55bf6f1f90c.jpg,768,576,baseball,679,38,727,81
56_jpg.rf.a298b562a7d1f39cb569b551dc90e326.jpg,768,432,ball_pingpong,274,281,334,339
68_jpg.rf.c1faa320dca6e1de16aaa02a4d970dba.jpg,300,168,ball_tennis,205,93,264,152
Image_87_jpg.rf.8fe255f80a4c9688d2b9c708d8e7f8dd.jpg,1280,853,ballon_volley,510,41,645,180
Image_55_jpeg.rf.07ce565109d7dc3722f76afb4bc2bef6.jpg,619,1000,ballon_football,210,843,290,920
Image_28_jpg.rf.a91e3b12d6a802a7345700b807c54c63.jpg,1400,618,ballon_football,645,511,725,590
Image_37_jpg.rf.e67b4ffaee5ae117bc82f7213fe40660.jpg,2000,1091,basketball,489,120,639,257
Image_8_webp.rf.1e2af40c1df11e539a04c8727c721215.jpg,1024,682,ballon_football,592,566,688,658
ball_021_jpg.rf.43dfb4eb42747ff7b61d159a0d7fdd06.jpg,731,1390,americanFootball,112,460,182,512
Image_34_jpg.rf.a45e1b05702468d24c6793ec62870077.jpg,2048,1366,ballon_volley,302,178,500,378
Image_37_jpg.rf.b026ca5ed2b00e73233a2cfb8b5f7153.jpg,2000,1334,basketball,700,816,928,1094
46_jpg.rf.8a20f9d8f6d9f5a794bceee1c8f63285.jpg,225,225,ballon_handball,13,13,212,212
gettyimages-2220693094-612x612_jpg.rf.ab2d70f6cf65ffd7cd871484f7627174.jpg,612,344,ball_tennis,155,27,218,95
11_jpg.rf.dce2325473c1bd5eb2c90fa7dc1b8f7f.jpg,400,250,ball_pingpong,34,76,51,94
Image_162_jpg.rf.d896b6433b75d1abd3b6db540551d2bc.jpg,1350,900,ballon_volley,589,48,658,114
60_jpg.rf.40dc6e9a92daaa13b37b61e3c39b2a0b.jpg,229,220,ballon_handball,13,15,47,52
Image_70_jpg.rf.93818d1bd4282aad3e16fc063d9e99c3.jpg,867,1390,basketball,280,848,388,968
Image_10_jpeg.rf.5a774555ddcd3ac265ebc210d1e296f6.jpg,4121,2742,ballon_football,2957,2177,3250,2468
ball_012_jpg.rf.ed4f5adc25cec03e3f0e597a020e8855.jpg,275,183,americanFootball,40,28,81,75
Image_68_jpg.rf.8fef9a94ccfcaccbf9969f64e266c1fe.jpg,800,534,ballon_volley,275,101,311,141
Image_139_jpg.rf.68940ec5aca98f87ccc372a964402d1c.jpg,3000,2400,ballon_volley,2160,143,2363,340
ball_056_jpg.rf.af2c5ddf6138cfa1efc49203623bca6b.jpg,2560,1440,ballon_rugby,858,414,1096,690
Image_111_jpg.rf.add142cf06d7acda5a06b44dd295856b.jpg,1600,1157,ballon_volley,685,263,765,352
36_jpg.rf.0c6c369d7f1fc1eadcdabfcfdd28dc31.jpg,4616,3077,baseball,990,695,1105,815
Image_48_jpg.rf.0aa6a0a65377f08c84f4c9790a14de69.jpg,1200,800,ballon_football,531,678,620,761
Image_33_jpg.rf.0c6f5b8514d3f0d78a95db51d01bb5ff.jpg,1300,1065,basketball,700,150,871,309
Image_44_jpg.rf.66084819b63182bd624f2de6ae1dc040.jpg,1200,800,ballon_football,308,660,391,740
ball_008_jpg.rf.78b0daaac52aa2c96a811dc77dce9a68.jpg,1200,798,ballon_rugby,872,174,999,263
29_jpg.rf.20fa1f49e3dfd41c28f70cd45ac27bdc.jpg,225,225,ball_pingpong,106,94,140,129
Image_12_jpg.rf.ce211a036d4676691150549778425d2b.jpg,866,1390,basketball,340,406,410,472
Image_153_jpg.rf.e8e2603f7a8c45e0350bcc8cd84d00e6.jpg,1063,1690,ballon_volley,548,248,643,343
Image_69_jpeg.rf.63f40d333b6776c8b5831052bdea5665.jpg,3000,2020,ballon_football,1318,985,1583,1248
45_jpg.rf.785dd808dbf7f82963ce4b9bf2395fd4.jpg,225,225,ballon_rugby,5,14,220,210
65-1-_jpg.rf.578f929f5590282a18881a86a76f8f99.jpg,390,280,ball_tennis,195,57,270,129
46-2-_jpg.rf.839622bed709258ee1312e326f4fb24c.jpg,500,329,ball_pingpong,439,228,475,264
38_jpg.rf.cffca5d4a03d1045a3cd112a4cc44d4e.jpg,300,168,ballon_rugby,151,108,197,167
05_jpg.rf.e84348345cceb982307923eb92e331c2.jpg,1300,956,ball_pingpong,931,486,977,533
ball_028_jpg.rf.e215950dc7cdd1ad342910a790af79b1.jpg,1600,1086,americanFootball,890,167,996,327
67_jpg.rf.176ef601a813ccfc96bd78799ba602fe.jpg,225,225,ballon_rugby,31,9,192,215
Image_52_jpg.rf.dfbfb6fa8fdd9140d5dd437bb1a7a2cc.jpg,1300,955,ballon_football,488,583,601,695
Image_174_jpg.rf.cd7a5ba770286475b32910891a9f95ce.jpg,675,449,ballon_volley,339,98,398,157
12-1-_jpg.rf.2fa763a4182b9ae20f79e8ca72d17193.jpg,640,360,ball_tennis,91,89,111,110
64_jpg.rf.00b16dcb49f43c504bb2a65b1592d92a.jpg,300,168,ballon_rugby,181,2,212,40
Image_53_jpg.rf.3018c5f003cd4b481fb526ece46f358d.jpg,1300,959,basketball,454,261,591,400
20_jpg.rf.0d393f4f0e81e0a4c80f9875bf323965.jpg,281,179,ballon_handball,104,14,120,30
30_jpg.rf.dfd86b97672a28c69de33c203a40e6d8.jpg,509,339,ball_pingpong,299,130,332,165
30_jpg.rf.dfd86b97672a28c69de33c203a40e6d8.jpg,509,339,ball_pingpong,316,111,350,146
ball_048_jpg.rf.6f178afa4a0a5eecf86a7a8d4c84942a.jpg,1600,1157,americanFootball,865,43,1175,422
ball_057_jpg.rf.f4921f5bd946a111e0cf45ea1c892d5d.jpg,1600,1158,ballon_rugby,230,280,365,453
Image_51_jpg.rf.254e348e1156173ad3349c3cbe1146fc.jpg,3500,2333,ballon_volley,1195,87,1449,338
Image_31_jpg.rf.24b0a33349cff6295ad06d0fc767e9e5.jpg,1300,957,basketball,1187,507,1267,627
22_jpg.rf.f762adc62df292083f9ca8c44f5f5413.jpg,300,168,ballon_handball,120,2,143,22
ball_034_jpg.rf.f40fe3ebc2451b4ebe4e20e65d5e4bd8.jpg,474,379,ballon_handball,121,9,171,61
16_jpg.rf.1947563fdc49cef0ab1f01e50037dc70.jpg,275,183,ballon_rugby,28,74,57,95
54_jpg.rf.4e25edda056ae40bb8aa62f966a6c4ed.jpg,460,345,ball_pingpong,245,90,260,105
gettyimages-2223179947-612x612_jpg.rf.291eb50b5ac5e5d883a7729be655b6cb.jpg,612,408,ball_tennis,478,88,511,121
33_jpg.rf.beca624ed5395e61254010ac64ec420a.jpg,1800,1201,ball_pingpong,1080,788,1135,845
06_jpg.rf.6fca04c4a9fc6852e9d081558397ea1f.jpg,1182,1700,baseball,433,1358,510,1440
Image_51_jpg.rf.794dbb8ea14179eaf12425eb8705379b.jpg,1300,954,basketball,727,167,920,360
Image_3_jpg.rf.b0a6b2a458d571b5979dcf6ea6c4a153.jpg,600,300,ballon_volley,266,0,311,43
Image_7_webp.rf.f8be42e0a37b320adf8e2f1667c9865a.jpg,2560,1707,ballon_football,1305,1327,1534,1551
ball_063_jpg.rf.95b1a257113bb3bf0c542b7935a86e0c.jpg,474,315,ballon_handball,274,142,302,169
Image_18_jpg.rf.d367f27c56ea14df9790ec89338fc95c.jpg,600,330,basketball,179,201,261,288
ball_035_jpg.rf.87be742bdd3799ad69cfff3c170fe247.jpg,2000,1333,ballon_rugby,1324,352,1504,658
gettyimages-871943320-612x612_jpg.rf.ae50136cc8d0df38182e137479a5de88.jpg,612,408,ball_tennis,348,196,367,217
88_jpg.rf.45a039b5d69f4509891034a76dc8db4b.jpg,626,417,baseball,211,137,222,148
gettyimages-912433888-612x612_jpg.rf.ee061089f31db029b00a21ef736abd4d.jpg,612,408,ball_pingpong,140,229,158,245
gettyimages-912433888-612x612_jpg.rf.ee061089f31db029b00a21ef736abd4d.jpg,612,408,ball_pingpong,452,188,464,199
gettyimages-912433888-612x612_jpg.rf.ee061089f31db029b00a21ef736abd4d.jpg,612,408,ball_pingpong,4,193,16,203
Image_15_jpg.rf.69b1024ead32521e6ab3a5f46e5cd673.jpg,680,1024,basketball,453,509,649,720
Image_39_jpg.rf.2855c6b9aac7dcdb0d60698a04cf4883.jpg,800,533,basketball,468,32,494,58
44_jpg.rf.6aef4068c56627004486eff8feb2f5f6.jpg,168,299,ballon_handball,44,112,58,124
47_jpg.rf.e9c5ea6973d91b8b2c3fd7b55c54a10b.jpg,612,408,ball_tennis,197,179,227,208
